Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iPhone 11 Pro Max,Gray,Twin Tower Productions,5,Great phone,"Reviewed in the United States on August 5, 2020","  Everything is working but at first the ringer did not work, but is fine now."
iPhone 11 Pro Max,Gray,Shahroz U.,5,Fast and works like a new one,"Reviewed in the United States on September 1, 2020","  Great phone, received as expected. It is renewed but works like a new one. will recommend everyone looking to buy iPhone 11 Pro Max. It is fast and so far no problem at all."
iPhone 11 Pro Max,Gray,CaliGirl,1,A waste!,"Reviewed in the United States on February 17, 2021",Do NOT waste your time or money!
iPhone 11 Pro Max,Gray,ashani thomas,4,Good,"Reviewed in the United States on November 25, 2020","  It was effective, it met the requirements that of which I needed it for..."
iPhone 11 Pro Max,Gray,Chels,4,Love it,"Reviewed in the United States on August 18, 2020",Love my phone came fast. Just didna??t like how it was packaged. Not enough condiments in the package. But overall phone is beautiful. Must buy!!
iPhone 11 Pro Max,Gray,Vera Verbena,4,"Great packinga??""Reviewed in the United States on August 5","2021""",Works as expected
iPhone 11 Pro Max,Gray,Ye Jin,5,Very good experience,"Reviewed in the United States on May 13, 2021",Value of money
iPhone 11 Pro Max,Gray,Amazon Customer,5,Great Product,"Reviewed in the United States on April 16, 2021","  Phone was in great shape and hundreds less than retail! Great company to deal with.  Charging cable didna??t work out of the box, so they rushed me another cable!"
iPhone 11 Pro Max,Gray,nana apreku,5,As it was advertised,"Reviewed in the United States on June 4, 2020",Well package
iPhone 11 Pro Max,Gray,Nereida,1,SCAM DO NOT BUY !!,"Reviewed in the United States on June 9, 2021",DID NOT RECEIVE PHONE ONLY CHARGER !! BOXED ALSO SEEMED TO BE ALREADY OPEN !!
iPhone 11 Pro Max,Gray,Kelsey,5,Awesome,"Reviewed in the United States on July 14, 2021",Phone came quick and in amazing condition. Also came with a glass ant-crack screen.
iPhone 11 Pro Max,Gray,Mohamed M Elmekaty,5,Excellent condition,"Reviewed in the United States on October 14, 2021",Excellent condition
iPhone 11 Pro Max,Gray,Heidi,1,Amazon helped through this whole process,"Reviewed in the United States on February 3, 2021",The product came damaged I was very dissatisfied and disappointed it wasna??t in an apple box didnt have an apple cord or usb plug box for 867$ it should have.
iPhone 11 Pro Max,Gray,Ithuteng Kambui,2,Phone had a crack at the top. Cost too much to have such imperfection.,"Reviewed in the United States on January 6, 2022",Beware of this seller. He could  have stated that the phone had imperfection.
iPhone 11 Pro Max,Gray,Gregory Roberts,5,Best unlocked iPhone 11 Pro Max,"Reviewed in the United States on March 11, 2021",Phone worked out of the box no issues. Was able to connect to my network no problem. Works great.
iPhone 11 Pro Max,Gray,RODRIGO FERRARI,1,Screen has multiple deep scratches,"Reviewed in the United States on December 25, 2021","  Screen has many deep scratches. It ruins the experience of using a MAX iPhone. If I knew about the deep scratches, I wouldna??t have purchased it."
iPhone 11 Pro Max,Gray,Anthony Prouty,3,"Decent, but not the best","Reviewed in the United States on April 11, 2021","  Phone gets EXTREMELY hot  after an hour even being able to feel it through the case and camera has just a random spot that is darkened (I checked that it was the camera) besides that, not bad but not good..."
iPhone 11 Pro Max,Gray,Dawn Dowlatt,5,Good phone,"Reviewed in the United States on February 10, 2021",Great
iPhone 11 Pro Max,Gray,Amazon Customer,5,Good place to buy it,"Reviewed in the United States on April 18, 2021",Really good phoneI really like it...the battery health is 93% (that how I received it) but other than that...really good phone
iPhone 11 Pro Max,Gray,karen fabiola Gonzalez,5,Awesome,"Reviewed in the United States on June 29, 2021",Awesome product works great and easy set up.
iPhone 11 Pro Max,Gray,Gino Lee Angelo Francois,5,I enjoying my IPhone 11 pro max renewed,"Reviewed in the United States on February 23, 2021",Everything was good.... i have no complain
iPhone 11 Pro Max,Gray,Julio c.,4,Good stuff,"Reviewed in the United States on July 15, 2021",Honestly I thought it was going to come Ia??m broke but no everything was perfect the only thing wrong is that it came with a scratch but thata??s it only one scrath
iPhone 11 Pro Max,Gray,Benjamin Wayne,5,Legit,"Reviewed in the United States on August 9, 2020",Just as described. 100% battery health. Very happy with my decision.
iPhone 11 Pro Max,Gray,Shadow,5,Good deal,"Reviewed in the United States on January 8, 2022",Came quickly as advertised
iPhone 11 Pro Max,Gray,Jorge Rada,5,Excelente,"Reviewed in the United States on July 28, 2021",me llego con 97% la bater?-a y sin un rasgu?¡Ào
iPhone 11 Pro Max,Gray,Belinda,4,New to me. But very nice.,"Reviewed in the United States on March 9, 2021",Just got it this morning. Pretty happy so far. Still have a lot to learn about the phone. Many new features like it a lot
iPhone 11 Pro Max,Gray,Alejandra,5,Iphone 11pro max,"Reviewed in the United States on September 17, 2020",Great phone
iPhone 11 Pro Max,Gray,Jos?? Antonio,1,No compren,"Reviewed in the United States on February 4, 2021","Video Player is loading.Play VideoPlayMuteCurrent Time??0:00/Duration??0:05Loaded: 100.00%0:00Stream Type??LIVESeek to live, currently behind liveLIVERemaining Time??-0:05??1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCapt"
iPhone 11 Pro Max,Gray,Chasity,5,IPhone looks brand new,"Reviewed in the United States on April 2, 2021",Ia??m very happy with this purchase! This iPhone was like brand new and it even came with a charger which I was not expecting! Thanks so much!
iPhone 11 Pro Max,Gray,Emmanuel,5,"Happy a??¨¬?""Reviewed in the United States on July 15","2020""","  Saw so many bad review but honestly was happy with it. Didna??t come with the original apple box or charger but I dona??t mind. Love it, 5 stars."
iPhone 11 Pro Max,Gray,Jim VanBlaricum,5,Good product,"Reviewed in the United States on September 14, 2020",Good product
iPhone 11 Pro Max,Gray,chewyfrankfurter,5,Good phone,"Reviewed in the United States on April 20, 2021",Great phone with good battery life and great storage capacity
iPhone 11 Pro Max,Gray,Juan Carlos Lopez,5,Like this item,"Reviewed in the United States on June 1, 2021",iPhone works perfectly
iPhone 11 Pro Max,Gray,Solomon,1,Dona??t buy,"Reviewed in the United States on October 17, 2020",Dona??t buy
iPhone 11 Pro Max,Gray,Ruth pichardo,5,It arrived in the same time expected,"Reviewed in the United States on November 12, 2021","                    The media could not be loaded.                  ??I love this phone, face recognition is really good, battery life and also storage capacity. Todo"
iPhone 11 Pro Max,Gray,Trieu,5,That this renewed premium is one the full ever is look like brand new iPhone,"Reviewed in the United States on December 13, 2021","  I like with everything on it , a battery heath is 100% brand new. App moving smooth and camera too. Nothing to dislike."
iPhone 11 Pro Max,Gray,peter,5,I think I can buy it again,"Reviewed in the United States on July 8, 2021","  Very good product, Apple product, Amazon guarantee"
iPhone 11 Pro Max,Gray,nita,1,cant use with other provider,"Reviewed in the United States on December 8, 2020",kinda higher price and item not same
iPhone 11 Pro Max,Gray,Mike,5,My new iphone,"Reviewed in the United States on July 19, 2020",Love this phone. Actually received it today. This phone wasna??t suppose to come in until Wednesday. Havena??t stopped using the phone since.
iPhone 11 Pro Max,Gray,Johan Mewengkang,5,Cheaper Price Good Quality,"Reviewed in the United States on October 12, 2020",For Personal use
iPhone 11 Pro Max,Gray,Adrian Zunda,5,"Impecable, un celular fuera de serie.","Reviewed in the United States on January 4, 2022","  Recib?- el producto sin detalles est??ticos, como reci??n salido de f??brica, estoy muy satisfecho, los recomiendo!"
iPhone 11 Pro Max,Gray,Hagen Morris,5,Awesome,"Reviewed in the United States on January 30, 2022",Awesome phone love it everythinga??s perfect as described 100% satisfaction Highly recommend
iPhone 11 Pro Max,Gray,Ana castro,1,my cell phone stopped picking up the camera and flash,"Reviewed in the United States on June 20, 2021","  I bought the cell phone 1 and a half months ago, it didn't fall and I didn't get wet, my camera stopped getting black and i can't use the flashlight or flash"
iPhone 11 Pro Max,Gray,DAVID MATHU,5,Awesome phone !,"Reviewed in the United States on August 9, 2021",I received my phone in time and matched the sellers description. Thank you!
iPhone 11 Pro Max,Gray,Tyli,5,Excellent,"Reviewed in the United States on November 30, 2021","  This phone has never gave me problems Ia??ve owned it for almost a year now. Ita??s still brand new. Everything works, Ia??m very happy."
iPhone 11 Pro Max,Gray,Arthur,5,Face recognition is awesome,"Reviewed in the United States on June 29, 2021","  Really luv the Face ID , quality of the camera is great , battery life not too bad , storage capacity is great only fre back bit heavier than I expected"
iPhone 11 Pro Max,Gray,terry order,5,The device was renewed,"Reviewed in the United States on April 23, 2021","  Its good to be back to ios e??? plus the batter is 100% comes with screen protector and the 6.5 inch panel is beautiful, thanks for this great device guys"
iPhone 11 Pro Max,Gray,Endrall Dennis,5,Must BUY e?£¤¡äe???,"Reviewed in the United States on July 17, 2020",I LOVE MY PHONE ITS EVERYTHING e???
iPhone 11 Pro Max,Gray,John Hamilton,5,Really great phone over all,"Reviewed in the United States on January 10, 2022",Battery life was at 94% capacity when I got it but considering how good the battery life is ! it was not a problem
iPhone 11 Pro Max,Gray,Sky Horizon,5,"Great for price, no scratches and good battery","Reviewed in the United States on February 11, 2021",Great for what I wanted
iPhone 11 Pro Max,Gray,Joseph Everhart,5,AWESOME!,"Reviewed in the United States on October 12, 2020","  WOW!!!! Great seller! Fast, professional, and accurate in their descriptions! 5 stars!"
iPhone 11 Pro Max,Gray,Oksana,5,Todo servicio bien,"Reviewed in the United States on May 29, 2021",Todo servicio bien
iPhone 11 Pro Max,Gray,Raddelyn,5,Perfect,"Reviewed in the United States on March 12, 2021","  The device came with a charger as advertised, screen protector was installed already. No scratches, clean, 98% battery life. The phone works flawlessly, and it also came with Apple Care."
iPhone 11 Pro Max,Gray,dwayne houston,5,Satisfied!!,"Reviewed in the United States on July 21, 2021",Phone works great with my Verizon Prepaid Service. Service in receiving the phone was excellent. Came just as promised with all the necessary accessories.
iPhone 11 Pro Max,Gray,Ali Alghazali,1,Be careful.,"Reviewed in the United States on October 22, 2020","  Product had a cracked screen when tried to contact the seller, seller didna??t want to fix screen."
iPhone 11 Pro Max,Gray,Ynoska,1,iPhone looks like new but has a battery life of 80%.  Worthless the price in my opinion,"Reviewed in the United States on December 22, 2021",iPhone looks like new but has a battery life of 80%.  Worthless the price in my opinion
iPhone 11 Pro Max,Gray,g onoh,5,Perfect condition,"Reviewed in the United States on December 11, 2021",It came in perfect condition! I dona??t see any flaws!! AMAZING!
iPhone 11 Pro Max,Gray,Sareiko Thomas,5,Quality Of Function,"Reviewed in the United States on November 6, 2021","  on it, and cameras were working perfectly fine also. This was an overall good buy!"
iPhone 11 Pro Max,Gray,Brandon Hamilton,5,#Appleforlife!!,"Reviewed in the United States on January 13, 2021",It is a very nice phone. I enjoy the call of duty app. Very fun lol
iPhone 11 Pro Max,Gray,osman,5,Great efficient ordering and delivery system,"Reviewed in the United States on December 11, 2020","  Very efficient and fast ordering system and reliable delivery backed by Amazon brand, got this order in less than a week and the phone was just as described."
