,Démarche,Date,Identifiant,Satisfaction,Verbatim,Facilité,Simplicité,Difficulté,Autre difficulté,Aide,Autre aide,Source
87,Simuler mes droits sociaux,2021/06/07 14:29:13,3466885,Très bien,"Je trouve le site très bien fait, facile d'utilisation et clair. Les informations données sur les droits auquels ont peut prétendre sont bien lisibles et compréhensibles.",Bon,Bon,-,-,-,-,button
88,Simuler mes droits sociaux,2021/06/07 13:02:51,3465840,Moyen,J'ai apprécie aide de sociaux ,Moyen,Moyen,Manque d'informations avant de commencer la démarche,-,-,-,button
89,Simuler mes droits sociaux,2021/06/07 11:47:30,3464898,Pas bien,"Dans ce pays, les blancs, francais de souche, catholiques, heteros, pas franc macs, sur vivant a la campagne 03,non meme pas droit au vaccin. Allez vous faire enc..... ",Mauvais,Mauvais,Autre,-,Autre,-,button
90,Simuler mes droits sociaux,2021/06/07 09:44:26,3463250,Pas bien,"Dans le cas d'une simulation d'APL pour un étudiant, manque de précision sur les revenus à déclarer ( ceux de l'étudiant? ou ceux du parent qui a le rattachement fiscal? ou des 2 parents? )  Même en mettant un revenu, aucun résultat à la fin !  Site inutile pour moi",Moyen,Moyen,Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné,-,-,-,button
91,Simuler mes droits sociaux,2021/06/06 22:46:22,3461159,Pas bien,"Bonjour, J'aurai aimé savoir si j'aurai eu droit à des aides jusqu'en décembre 2020. Je ne peux pas savoir si vous versez des aides retrospectives car vous prenez en compte 2021",Mauvais,Bon,-,-,-,-,button
92,Simuler mes droits sociaux,2021/06/05 22:58:16,3451325,Moyen,simulateur AIDE LOGEMENT pour les etudiants inaccessible alors que l'urgence est maintenant,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
93,Simuler mes droits sociaux,2021/06/05 22:17:09,3451112,Très bien,Tous ces droits m'ont  été refusés  par ma caf et ma sécurité sociale. Comme par exemple mes apl. Et la complem  santé. ,Bon,Bon,-,-,-,-,button
94,Simuler mes droits sociaux,2021/06/05 16:42:12,3448678,Pas bien,"Bonjour, Dans cette période d'incertitude pour les intermittents du spectacle, ceux ci ne peuvent compter ni sur des aides, ni sur des informations viables et certaines, notamment en matière de logement, de la part des organismes prestataires : s'ils ont des droits, ils ne parviennent pas à les faire valoir ! Désespérant....",Bon,Bon,Autre,Simulation en contradiction avec celle de la CAF.,Autre,Une simulation fiable et unifiée entre 2 sites gouvernementaux,button
95,Simuler mes droits sociaux,2021/06/05 15:21:50,3447968,Très bien,La caf apparemment n'a pas les mêmes déclaration de revenus cela foce de 3car mais prestations ,Bon,Bon,-,-,-,-,button
96,Simuler mes droits sociaux,2021/06/05 08:02:28,3444555,Très bien,Bien,Bon,Bon,-,-,-,-,button
97,Simuler mes droits sociaux,2021/06/04 21:28:09,3443238,Très bien,Très bien fait,Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
98,Simuler mes droits sociaux,2021/06/04 20:21:22,3442805,Moyen,"Tout d'abord BRAVO!!!! c'était ultra nécessaire de faire ce site. Je ne savais pas que j'avais droit à la prime d'activité car je suis gérante non salariée. Ce qui est très dommage c'est que cette prime ne peut pas être récupérée de façon rétroactive. or je suis sûre que cela concerne de nombreux entrepreurs qui ne demandent jamais rien et en ces temps de crise cela aurait été une bonne idée qu'ils puissent demander rétroactivement ces aides. Peut-être pourriez-vous faire passer le message dans les hautes instances... Mai en tous cas, même s'il y a des améliorations à faire, c'est très très bien. MERCI",Bon,Bon,Manque d'informations avant de commencer la démarche ; Autre,Pas de case spécifique pour les rémunérations des gérants non salariés (et dont les sociétés sont soumises à l'IS) et aussi il n'y a pas de case pour les locations meublées non professionnelles régime micro,-,-,button
99,Simuler mes droits sociaux,2021/06/04 18:02:24,3441445,Très bien,"bien,cela aide!",Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
100,Simuler mes droits sociaux,2021/06/04 15:54:51,3440033,Pas bien,ces demarches en ligne sont automatiques impersonnelles et se soldent par des non réponses augmentant la frustration et les angoisses dans un climat anxiogène agsgravé par les contraintes sanitaire,Moyen,Bon,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai... ; Autre",-,Un agent administratif ; Autre,-,button
101,Simuler mes droits sociaux,2021/06/04 14:23:04,3438982,Pas bien,Bravo dans l'ensemble au Product Owner et à l'équipe qui a développé cet outil. Le seul bémol : c'est vraiment très irritant de devoir ressaisir toutes les informations à chaque déconnexion.,Bon,Bon,Autre,Temps d'inactivité atteint plusieurs fois pour cause de recherche d'informations sauf qu'il faut tout resaisir à chaque fois,-,-,button
102,Simuler mes droits sociaux,2021/06/04 11:56:51,3437659,Pas bien,Impossible d'obtenir le montant de la simulaion APL faite ce jour Impossible de se connecter via franceconnect et aucune autre option de connexion n'est proposé,Moyen,Bon,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai...",-,-,-,button
103,Simuler mes droits sociaux,2021/06/04 04:56:39,3435043,Moyen,Aucune info concernant l aide a la fin de ma simulation ,-,Bon,Autre, ,-,-,button
104,Simuler mes droits sociaux,2021/06/03 20:51:59,3433067,Moyen,J'ai trouvé curieux que les versements de ma retraite complémentaire soient inconnus de ma caisse de la sécurité sociale. J'ai du relire deux ou trois fois la définition du primo-accédant avant de comprendre quelle était la case à cocher.,Moyen,Moyen,Manque d'informations avant de commencer la démarche,-,-,-,button
105,Simuler mes droits sociaux,2021/06/03 17:35:54,3430863,Pas bien,Tout les chiffres indiqués sont erronés et certains ne sont pas affiliés aux bonne personnes !!!,Moyen,Moyen,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai... ; Autre",-,-,-,button
106,Simuler mes droits sociaux,2021/06/03 16:43:53,3430234,Moyen,Les revenus de mon épouse n'étaient pas prés renseignés alors qu'ils l'étaient sur impots.gouv,Bon,Bon,Autre,Les années étaient incohérente (2019-2020-2021),"Internet (site, forum…)",-,button
107,Simuler mes droits sociaux,2021/06/03 16:02:37,3429691,Moyen,"Au niveau des revenus, je n'ai pas trouvé la catégorie ""Travailleur non salarié (TNS)""",Bon,Moyen,-,-,-,-,button
108,Simuler mes droits sociaux,2021/06/03 10:42:30,3425833,Pas bien,Il serait bien d'afficher clairement le resultat même si celui_ci est negatif Cordialement       IL SERAIT BIEN D'AFFICHER CLAIREMENT LE RESULTAT DES SIMULATIONS. ,Moyen,Moyen,"Manque d'informations sur la suite, le délai...",-,-,-,button
109,Simuler mes droits sociaux,2021/06/03 08:09:54,3424240,Très bien,R.A.S,Bon,Bon,-,-,-,-,button
110,Simuler mes droits sociaux,2021/06/02 23:34:29,3423352,Très bien,"C'est très pratique ,afin de Savoir nos droits merci à vous ",Bon,Bon,-,-,-,-,button
111,Simuler mes droits sociaux,2021/06/02 18:46:14,3419947,Pas bien,"J'ai renseigné couple, mariés et 58769€ de revenus de reference. Le simulateur me propose de faire une demande de RSA pour mon épouse et de CSS pour moi ? Je comprends pas ",Bon,Bon,-,-,-,-,button
112,Simuler mes droits sociaux,2021/06/02 18:42:47,3419893,Pas bien,"La simulation indique TOUJOURS des montants d'aides bien supérieurs à la réalité des montants perçus... et pourtant j'utilise les informations issues de mes documents fiscaux et bulletins de salaires ! De plus, les aides sont à présent calculées sur 3 derniers mois de revenus, et le simulateur est basé sur un calcul annuel.",Bon,Bon,Autre,-,-,-,button
113,Simuler mes droits sociaux,2021/06/02 18:04:39,3419345,Pas bien,"Je n'ai pas 250€ /mois d'aide au logement. C'est 229,50€",Mauvais,-,Autre,-,-,-,button
114,Simuler mes droits sociaux,2021/06/02 17:29:35,3418782,Très bien,Simple et efficace. ,Bon,Bon,-,-,-,-,button
115,Simuler mes droits sociaux,2021/06/02 08:13:59,3410872,Pas bien,avec tous les renseignements donnés retraitée pas d enfant à charge revenu mensuels revenus annuels location d un t2 commune JARRIE 38560  LOYER HORS CHARGES 525 AVEC CHARGES 625 JE VOULAIS SIMPLEMENT SAVOIR SI JE POUVAIS AVOIR DROIT A APL LE PROPRIETAIRE EST MON FILS MR PELLIN MATHIEU MAIS JE DOIS LUI PAYER UN LOYER D UN MONT DE 525e car il a été obligé d'acheter un appartement pour que je puisse me  REPPROCHER de lui il est domiciliè à HAUTE JARRIE  AYANT DES SOUCIS DE SANTE  VU LA PENURIE D APPARTEMENTS NOUS N AVONS PAS PU FAIRE AUTREMENT IL A ETE OBLIGE DE FAIRE UN EMPRUNT  POUVEZ VOUS ME RENSEIGNER SI J AI DROIT A UNE AIDE AU LOGEMENT IMPOSSIBLE D AVOIR UNE REPONSE AVEC VOTRE SIMULATION  ,Mauvais,-,-,-,-,-,button
116,Simuler mes droits sociaux,2021/06/02 06:47:30,3410448,Pas bien,J'ai 2 enfants et je vis en concubinage et comme père au foyer. Mais je n'ai jamais perçu une aide et je n'existe pas socialement. J'ai élevé mes 2 enfants dont ma fille parti de la maison a 17 ans et mon fils lycéens jusqu'a ce jour. Ma compagne travaille mais ne gagne pas suffisamment pour vivre décemment. Mon fils ne part jamais en vacance  et nous les parents non plus. Le statut de père au foyer aidant n'est pas reconnu ni respecté dans les faits. Je néai jamais eu droit a aucune aide et on me prends pas en compte socialement. C'est tout simplement dégueulasse !!!,-,Mauvais,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai...",-,-,-,button
117,Simuler mes droits sociaux,2021/06/01 21:03:58,3406349,Moyen,"Il devrait y avoir la mention que d'autres aides existent, de realiser telle ou telle simulation car ne prend pas en compte le mode de garde des enfants (nounou, creche) alors que c'est une aide sociale très importante ",Bon,Bon,Autre,Ne donne pas d'info sur les aides CMG pour garde des enfants. Sur le site de la CAf la simulation donne 600e/mois,-,-,button
118,Simuler mes droits sociaux,2021/06/01 16:23:16,3400007,Pas bien,Revoir les détails de l'attribution de la prime d'activité car cela n'est pas bon.,Bon,Bon,-,-,-,-,button
119,Simuler mes droits sociaux,2021/06/01 15:45:41,3399110,Pas bien,de toute facon je n ai jamais eu d aide det oute  ma vie,Bon,Bon,Autre,-,Autre,-,button
120,Simuler mes droits sociaux,2021/06/01 13:21:16,3395876,Très bien,"Non, merci.",Bon,Bon,-,-,-,-,button
121,Simuler mes droits sociaux,2021/06/01 13:01:42,3395470,Très bien,Bravo ! L'administration a fait un bond de géant avec la simplification numérique. Merci,-,-,-,-,-,-,button
122,Simuler mes droits sociaux,2021/06/01 10:55:53,3392343,Pas bien,"Je souhaiterai des informations sur l'habitat coopératif, éventuellement effectuer des démarches dans ce sens : vendre mon 2 pièces et m'engager dans un habitat coopératif. ",Bon,Bon,Autre,"Dans les résultats, j'aurais droit à un chèque énergie, mais nulle part il est indiqué comment y avoir droit. C'est un cul de sac. ",Autre,"Je ne connais pas les revenus de ma retraite, et je ne trouve l'information nulle part. ",button
123,Simuler mes droits sociaux,2021/05/31 22:22:10,3385173,Très bien,site perfermant..............merci,Bon,Bon,Autre,-,-,-,button
124,Simuler mes droits sociaux,2021/05/31 19:31:59,3381887,Moyen,"J'ai eu du mal à comprendre comment déclarer mes revenus (année glissante), revenus des 12 derniers mois, total des revenus, etc...",Moyen,Mauvais,Manque d'informations avant de commencer la démarche,-,-,-,button
125,Simuler mes droits sociaux,2021/05/31 16:17:38,3378210,Très bien,Bonjour  Je voudrais  voir avec le service de la Arrco etAg2r pour savoir si j'ai le droit à  une pension  de réversion merci Cordialement  Isabelle guihard metayer  0299269990,Bon,Bon,Le site ne s'affichait pas bien sur mobile,-,Un agent administratif,-,button
126,Simuler mes droits sociaux,2021/05/31 09:20:30,3371379,Pas bien,"ceci ne sert à rien, car on nous communique toujours des soit disant droits auxquels on ne peut prétendre par la suite.",-,Moyen,"Manque d'informations sur la suite, le délai...",-,Autre,-,button
127,Simuler mes droits sociaux,2021/05/29 12:23:43,3355102,Pas bien,"LES INFORMATIONS QUE VOUS AFFICHEZ, MEME A TITRE INDICATIF SONT FAUSSES.VOUS LAISSEZ ENTENDRE LA POSSIBILITE D'AIDES MAIS LA REALITE EST DIFFERENTE",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
128,Simuler mes droits sociaux,2021/05/29 11:23:26,3354461,Pas bien,Pas de réponse à ma simulation ,Moyen,Mauvais,La démarche n'a pas fonctionné,-,-,-,button
129,Simuler mes droits sociaux,2021/05/29 07:32:08,3352752,Moyen,"Bonjour, Il semble qu'il y ait une erreur dans la programmation du simulateur, car à la sortie il m'indiquait que je suis éligible au RSA. o_O  Je suis donc aller vérifier sur le site de la Caisse d'Allocations Familiales qui a bien infirmé cette estimation. Cordialement,",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
130,Simuler mes droits sociaux,2021/05/28 18:19:12,3350197,Pas bien,"Vous avez toutes les information sur nous ,pourquoi demander d'avantages ?",Mauvais,Mauvais,-,-,-,-,button
131,Simuler mes droits sociaux,2021/05/28 11:22:49,3345695,Pas bien,Vraiment je ne comprends pas que hé ne puisse pas finaliser cette fichue demande ,Moyen,Moyen,La démarche n'a pas fonctionné,-,Un agent administratif,-,button
132,Simuler mes droits sociaux,2021/05/28 10:39:38,3345085,Pas bien,"Après avoir répondu au questionnaire ,y compris au codes de sécurité , je n'ai pas pu accéder aux reponses sur mes droits éventuels.  ",Moyen,Moyen,La démarche n'a pas fonctionné,-,Un agent administratif,-,button
133,Simuler mes droits sociaux,2021/05/28 09:46:59,3344371,Moyen,A quoi cela sert il?,Moyen,Moyen,"Manque d'informations sur la suite, le délai...",-,-,-,button
134,Simuler mes droits sociaux,2021/05/27 19:21:17,3340424,Pas bien,Il n'y a aucun résultat à la fin !!!! ,Mauvais,Bon,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai... ; Autre",Pas de résultat ,-,-,button
135,Simuler mes droits sociaux,2021/05/27 14:06:18,3336797,Pas bien,"Après avoir tout renseigné on n'a aucun résultat sur nos droits sociaux, on a un bref récapitulatif de ce que l'on vient de renseigner...et on le sait déjà puisqu'on a renseigné les champs requis!!!",Moyen,Bon,"Manque d'informations sur la suite, le délai...",-,Autre,Aucune info sur mes droits sociaux!!! résultat=aucun,button
136,Simuler mes droits sociaux,2021/05/27 13:58:57,3336718,Pas bien,"On nous annonce avoir droit a tel ou tel aide ou prestation, on perd du temps a faire des démarches et on a droit a rien. Votre logiciel est donc totalement inutile ou obsolète. C'est du grand n'importe quoi!!!",Moyen,Moyen,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai... ; Autre","les prestations auquels j'ai soit disant droit, en fait je n'en ai pas droit.",-,-,button
